ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,NBHD
R72 05204 0063,8790,40130,48920,4630,54220,58850,41000OND
R72 05204 0064,5020,0,5020,2440,0,2440,41000OND
R72 05204 0065,5020,0,5020,2440,0,2440,41000OND
R72 05204 0066,5020,0,5020,2440,0,2440,41000OND
R72 05204 0067,10040,20380,30420,5350,28960,34310,41000OND
R72 05204 0068,10040,23040,33080,5350,31980,37330,41000OND
R72 05204 0069,8040,0,8040,2870,2280,5150,C0200000
R72 05204 0070,10040,22770,32810,5350,30740,36090,41000OND
R72 05204 0071,10040,19310,29350,5350,30520,35870,41000OND
R72 05204 0072,10040,21240,31280,5350,33460,38810,41000OND
R72 05204 0073,10040,23560,33600,5350,29090,34440,41000OND
R72 05204 0074,10040,22280,32320,5350,0,5350,41000OND
R72 05204 0075,10040,28200,38240,5350,35020,40370,41000OND
R72 05204 0076,10040,24530,34570,5350,30240,35590,41000OND
R72 05204 0077,10040,20710,30750,5350,28440,33790,41000OND
R72 05204 0078,10040,26170,36210,5350,33310,38660,41000OND
R72 05204 0079,10040,23330,33370,5350,27150,32500,41000OND
R72 05204 0080,10040,19800,29840,5350,29080,34430,41000OND
R72 05204 0081,10040,18010,28050,5350,22760,28110,41000OND
R72 05204 0082,10040,22380,32420,5350,42760,48110,41000OND
R72 05204 0083,10040,23970,34010,5350,29930,35280,41000OND
R72 05204 0084,10040,12420,22460,5350,26020,31370,41000OND
R72 05204 0085,10040,20910,30950,5350,26520,31870,41000OND
R72 05204 0086,10040,26630,36670,5350,57860,63210,41000OND
R72 05204 0087,10040,23600,33640,5350,33130,38480,41000OND
R72 05204 0088,10040,19420,29460,5350,27640,32990,41000OND
R72 05204 0089,10040,25200,35240,5350,32340,37690,41000OND
R72 05204 0090,10040,23620,33660,5350,33970,39320,41000OND
R72 05204 0091,10040,13650,23690,2440,0,2440,41000OND
R72 05204 0092,10040,20520,30560,5350,21250,26600,41000OND
R72 05204 0093,10040,20460,30500,5380,30000,35380,41000OND
R72 05204 0094,10040,18310,28350,5380,25890,31270,41000OND
R72 05204 0095,10040,21300,31340,5380,24670,30050,41000OND
R72 05204 0096,10040,19050,29090,5380,18050,23430,41000OND
R72 05204 0097,10040,17960,28000,5380,26120,31500,41000OND
R72 05204 0098,10040,20960,31000,5380,33100,38480,41000OND
R72 05204 0099,10040,14890,24930,5380,33940,39320,41000OND
R72 05204 0100,10040,24550,34590,5380,44570,49950,41000OND
R72 05204 0101,5020,0,5020,2440,0,2440,41000OND
R72 05204 0102,10040,23880,33920,5350,28600,33950,41000OND
R72 05204 0103,10040,25640,35680,5350,34100,39450,41000OND
R72 05204 0104,14510,31430,45940,7930,35290,43220,41000OND
R72 05204 0106,10040,26140,36180,5350,32180,37530,41000OND
R72 05204 0107,10040,13430,23470,5350,27600,32950,41000OND
R72 05204 0108,10040,21630,31670,5350,25440,30790,41000OND
R72 05204 0109,10040,22550,32590,5350,32440,37790,41000OND
R72 05204 0110,10040,21810,31850,5350,31000,36350,41000OND
R72 05204 0111,10040,16130,26170,5350,9550,14900,41000OND
R72 05204 0112,10040,23250,33290,5350,27470,32820,41000OND
R72 05204 0113,10040,20180,30220,5350,31130,36480,41000OND
R72 05204 0114,10040,21100,31140,5350,30180,35530,41000OND
R72 05204 0115,10040,23530,33570,5350,29310,34660,41000OND
R72 05204 0116,10040,25250,35290,5350,31150,36500,41000OND
R72 05204 0117,10040,21730,31770,5350,26810,32160,41000OND
R72 05204 0118,10800,12240,23040,5810,31810,37620,41000OND
R72 05204 0119,10040,22000,32040,5350,29100,34450,41000OND
R72 05204 0120,10040,23450,33490,5350,23240,28590,41000OND
R72 05204 0121,10040,23240,33280,5350,31360,36710,41000OND
R72 05204 0122,10040,22570,32610,5350,27860,33210,41000OND
R72 05204 0123,10040,23040,33080,5350,25090,30440,41000OND
R72 05204 0124,10040,11080,21120,5350,29340,34690,41000OND
R72 05204 0125,10040,24180,34220,5350,36600,41950,41000OND
R72 05204 0126,10040,26290,36330,5380,4970,10350,41000OND
R72 05204 0127,10040,20740,30780,5380,29020,34400,41000OND
R72 05204 0128,10150,20120,30270,5400,22970,28370,41000OND
R72 05204 0129,10150,21400,31550,5400,21960,27360,41000OND
R72 05204 0130,10040,20850,30890,2710,0,2710,41000OND
R72 05204 0131,4460,29970,34430,4110,28650,32760,C0200000
R72 05204 0132,10690,17040,27730,5760,19930,25690,41000OND
R72 05204 0133,10690,21150,31840,5760,26410,32170,41000OND
R72 05204 0134,10690,19880,30570,5760,25240,31000,41000OND
R72 05204 0135,10690,26450,37140,5760,28800,34560,41000OND
R72 05204 0136,10690,28300,38990,5760,33600,39360,41000OND
R72 05204 0137,10690,22590,33280,5760,31220,36980,41000OND
R72 05204 0138,10250,19980,30230,5480,28260,33740,41000OND
R72 05204 0139,10690,19870,30560,5760,32090,37850,41000OND
R72 05204 0140,10690,22140,32830,5760,25990,31750,41000OND
R72 05204 0141,10690,17760,28450,5760,22470,28230,41000OND
R72 05204 0142,10690,23600,34290,5760,25010,30770,41000OND
R72 05204 0143,10690,20910,31600,5760,19600,25360,41000OND
R72 05204 0144,10690,16880,27570,5760,31230,36990,41000OND
R72 05204 0145,4760,60720,65480,4390,63460,67850,C0200000
R72 05204 0146,10690,24040,34730,5760,27890,33650,41000OND
R72 05204 0147,10690,23840,34530,5760,28410,34170,41000OND
R72 05204 0148,4920,0,4920,4530,0,4530,C0200000
R72 05204 0149,4920,92640,97560,4530,91820,96350,C0200000
R72 05204 0150,11320,5880,17200,4530,3710,8240,C0200000
R72 05204 0151,5350,4650,10000,2620,0,2620,41000OND
R72 05204 0152,10040,19940,29980,5350,27680,33030,41000OND
R72 05204 0153,10040,19610,29650,5350,26980,32330,41000OND
R72 05204 0154,10040,19800,29840,5350,34460,39810,41000OND
R72 05204 0155,10040,16970,27010,5350,26210,31560,41000OND
R72 05204 0156,10040,19080,29120,5350,33700,39050,41000OND
R72 05204 0157,10040,21270,31310,5350,27980,33330,41000OND
R72 05204 0158,10040,19220,29260,5350,11350,16700,41000OND
R72 05204 0159,10040,26440,36480,5350,3300,8650,41000OND
R72 05204 0164,450,0,450,450,0,450,C0200000
R72 05205 0001,11430,24660,36090,6180,34810,40990,41000OND
R72 05205 0002,28740,0,28740,2820,0,2820,41000OND
R72 05205 0003,11430,51260,62690,6180,61690,67870,41000OND
R72 05205 0004,7170,33850,41020,3690,31310,35000,41000OND
R72 05205 0005,11950,1810,13760,6160,2340,8500,41000OND
R72 05205 0006,11320,41130,52450,6160,41180,47340,41000OND
R72 05205 0007,5660,31150,36810,3080,50020,53100,41000OND
R72 05205 0008,11320,29780,41100,2810,0,2810,41000OND
R72 05205 0009,11320,27460,38780,6160,33450,39610,41000OND
R72 05205 0010,11320,13030,24350,6160,13950,20110,41000OND
R72 05205 0011,11320,22760,34080,6160,25420,31580,41000OND
R72 05205 0012,11480,20020,31500,6260,23150,29410,41000OND
R72 05205 0013,11250,23930,35180,6090,23560,29650,41000OND
R72 05205 0014,11480,21940,33420,6260,28950,35210,41000OND
R72 05205 0015,11250,23900,35150,6120,34840,40960,41000OND
R72 05205 0016,11100,25950,37050,6000,30140,36140,41000OND
R72 05205 0017,11430,2530,13960,6180,3310,9490,41000OND
R72 05205 0018,11280,24800,36080,6080,63730,69810,41000OND
R72 05205 0019,5660,0,5660,2810,0,2810,41000OND
R72 05205 0020,9060,0,9060,4930,0,4930,41000OND
R72 05205 0021,11320,25450,36770,6160,35470,41630,41000OND
R72 05205 0022,11320,25010,36330,6160,32790,38950,41000OND
R72 05205 0023,11320,36050,47370,6160,35950,42110,41000OND
R72 05205 0024,11320,25980,37300,6160,32520,38680,41000OND
R72 05205 0025,11320,32800,44120,6160,15340,21500,41000OND
R72 05205 0026,11320,2680,14000,4930,0,4930,41000OND
R72 05205 0027,11480,31700,43180,6260,17550,23810,41000OND
R72 05205 0028,11480,28830,40310,6260,34540,40800,41000OND
R72 05205 0029,11480,8560,20040,6260,17050,23310,41000OND
R72 05205 0030,11250,19380,30630,6120,19440,25560,41000OND
R72 05205 0031,68620,0,68620,59260,0,59260,C0200000
R72 05205 0042,18440,0,18440,8530,0,8530,C0200000
R72 05205 0044,11610,21200,32810,6320,20190,26510,41000OND
R72 05205 0045,12880,18220,31100,7180,23460,30640,41000OND
R72 05205 0046,12980,1890,14870,4130,2450,6580,C0200000
R72 05205 0047,12850,1890,14740,4010,0,4010,C0200000
R72 05205 0048,12300,1890,14190,3680,0,3680,C0200000
R72 05205 0049,9410,50260,59670,4880,63780,68660,41000OND
R72 05205 0050,12680,32150,44830,7020,42460,49480,41000OND
R72 05205 0051,12560,27360,39920,6900,29830,36730,41000OND
R72 05205 0052,12440,18780,31220,6840,20830,27670,41000OND
R72 05205 0053,12320,31930,44250,6750,34400,41150,41000OND
R72 05205 0054,12090,20130,32220,6590,22470,29060,41000OND
R72 05205 0055,11970,14570,26540,6560,14750,21310,41000OND
R72 05205 0056,29760,103800,133560,27200,297800,325000,C0200000
R72 05205 0060,4560,0,4560,2270,0,2270,41000OND
R72 05205 0061,0,0,0,0,0,0,41000OND
R72 05206 0001,11430,39370,50800,6180,46660,52840,41000OND
R72 05206 0002,11430,26810,38240,6180,36520,42700,41000OND
R72 05206 0003,10510,18640,29150,5580,32730,38310,41000OND
R72 05206 0004,9730,20850,30580,5080,24770,29850,41000OND
R72 05206 0006,10040,21630,31670,5280,28460,33740,41000OND
R72 05206 0008,11430,25170,36600,6180,37550,43730,41000OND
R72 05206 0009,11430,21790,33220,6180,32760,38940,41000OND
R72 05206 0010,11430,23920,35350,6180,26170,32350,41000OND
R72 05206 0011,11100,22960,34060,6020,29030,35050,41000OND
R72 05206 0012,11430,28050,39480,6180,33430,39610,41000OND
R72 05206 0013,11430,33500,44930,5200,13210,18410,41000OND
R72 05206 0014,11430,23270,34700,6180,26960,33140,41000OND
R72 05206 0015,11430,26790,38220,6180,35700,41880,41000OND
R72 05206 0016,11430,30770,42200,3130,0,3130,41000OND
R72 05206 0017,11430,37260,48690,6180,24180,30360,41000OND
R72 05206 0018,5720,0,5720,2820,0,2820,41000OND
R72 05206 0019,11430,23230,34660,6180,34250,40430,41000OND
R72 05206 0020,11430,19590,31020,6180,10080,16260,41000OND
R72 05206 0021,11430,32500,43930,6180,32760,38940,41000OND
R72 05206 0022,9730,23800,33530,5080,31720,36800,41000OND
R72 05206 0023,9580,23320,32900,4980,37130,42110,41000OND
R72 05206 0024,5720,0,5720,6180,78830,85010,41000OND
R72 05206 0025,11430,26030,37460,6180,44310,50490,41000OND
R72 05206 0026,11430,26310,37740,6180,31780,37960,41000OND
R72 05206 0027,11430,28470,39900,6180,30200,36380,41000OND
R72 05206 0028,11430,21310,32740,6180,24600,30780,41000OND
R72 05206 0029,11430,14780,26210,6180,19310,25490,41000OND
R72 05206 0030,11430,28590,40020,6180,33260,39440,41000OND
R72 05206 0031,11430,22090,33520,6180,30190,36370,41000OND
R72 05206 0032,11430,23760,35190,6180,28560,34740,41000OND
R72 05206 0033,11430,25420,36850,6180,31540,37720,41000OND
R72 05206 0034,11430,30740,42170,6180,31390,37570,41000OND
R72 05206 0035,11430,29660,41090,6180,47760,53940,41000OND
R72 05206 0036,11430,27620,39050,6180,33960,40140,41000OND
R72 05206 0037,12300,70620,82920,6320,34330,40650,41000OND
R72 05206 0038,12300,0,12300,3200,0,3200,41000OND
R72 05206 0039,11660,25510,37170,6320,10110,16430,41000OND
R72 05206 0040,11660,27680,39340,6320,9690,16010,41000OND
R72 05206 0041,11660,5030,16690,2880,0,2880,41000OND
R72 05206 0042,11660,23500,35160,6320,27380,33700,41000OND
R72 05206 0043,11660,23380,35040,6320,35910,42230,41000OND
R72 05206 0044,11660,22480,34140,6320,27270,33590,41000OND
R72 05206 0045,11660,22410,34070,6320,26360,32680,41000OND
R72 05206 0046,11660,28720,40380,6320,40480,46800,41000OND
R72 05206 0047,11660,22480,34140,6320,25040,31360,41000OND
R72 05206 0048,11660,26300,37960,6320,33600,39920,41000OND
R72 05206 0049,11660,22020,33680,6320,34120,40440,41000OND
R72 05206 0050,11660,24690,36350,6320,31410,37730,41000OND
R72 05206 0054,10430,24080,34510,5570,28870,34440,41000OND
R72 05206 0055,13100,27230,40330,7630,46340,53970,41000OND
R72 05206 0056,12990,23670,36660,7530,30410,37940,41000OND
R72 05206 0057,12990,19730,32720,7450,27320,34770,41000OND
R72 05206 0058,12880,30720,43600,7370,35110,42480,41000OND
R72 05206 0059,12420,24940,37360,6990,34930,41920,41000OND
R72 05206 0060,12770,21580,34350,7180,31400,38580,41000OND
R72 05206 0061,12650,35610,48260,7100,39310,46410,41000OND
R72 05206 0062,12540,23300,35840,6990,28750,35740,41000OND
R72 05206 0063,12430,26090,38520,6910,44250,51160,41000OND
R72 05206 0064,17980,25310,43290,10780,29500,40280,41000OND
R72 05206 0066,12100,25760,37860,6640,37140,43780,41000OND
R72 05206 0067,11990,27820,39810,6560,30440,37000,41000OND
R72 05206 0068,11880,24340,36220,6480,34000,40480,41000OND
R72 05206 0069,11770,26000,37770,6370,37760,44130,41000OND
R72 05206 0070,13100,1890,14990,4230,0,4230,C0200000
R72 05206 0071,9730,21160,30890,5080,33770,38850,41000OND
R72 05206 0073,10200,24860,35060,5380,36960,42340,41000OND
R72 05207 0001,11660,27760,39420,6340,32570,38910,41000OND
R72 05207 0002,11660,33810,45470,6340,52460,58800,41000OND
R72 05207 0003,11660,19160,30820,6340,28630,34970,41000OND
R72 05207 0004,11660,21590,33250,6340,28780,35120,41000OND
R72 05207 0005,11660,29150,40810,6340,44430,50770,41000OND
R72 05207 0006,11660,31870,43530,6340,39350,45690,41000OND
R72 05207 0007,11660,31640,43300,5330,24340,29670,41000OND
R72 05207 0008,11660,30440,42100,6340,35210,41550,41000OND
R72 05207 0009,11660,33980,45640,6340,52020,58360,41000OND
R72 05207 0010,11660,22620,34280,6340,26650,32990,41000OND
R72 05207 0011,11660,25490,37150,6340,28310,34650,41000OND
R72 05207 0012,11660,28400,40060,6340,37340,43680,41000OND
R72 05207 0013,11660,23260,34920,6340,34270,40610,41000OND
R72 05207 0014,11660,18890,30550,6340,71570,77910,41000OND
R72 05207 0015,11660,32610,44270,6340,40800,47140,41000OND
R72 05207 0016,11660,29520,41180,6340,39050,45390,41000OND
R72 05207 0017,11660,28850,40510,6340,29960,36300,41000OND
R72 05207 0018,11660,34090,45750,6340,48400,54740,41000OND
R72 05207 0019,11660,34030,45690,6340,40690,47030,41000OND
R72 05207 0020,11660,20750,32410,3210,0,3210,41000OND
R72 05207 0021,11660,27960,39620,6340,42140,48480,41000OND
R72 05207 0022,11660,22400,34060,6340,33740,40080,41000OND
R72 05207 0023,11660,27620,39280,6340,33280,39620,41000OND
R72 05207 0024,11660,22600,34260,6340,30700,37040,41000OND
R72 05207 0025,11660,20240,31900,6340,25820,32160,41000OND
R72 05207 0026,5830,0,5830,2890,0,2890,41000OND
R72 05207 0027,11660,24830,36490,6340,35470,41810,41000OND
R72 05207 0028,11660,23550,35210,6340,33880,40220,41000OND
R72 05207 0029,11660,22570,34230,6340,18890,25230,41000OND
R72 05207 0030,11660,24880,36540,6340,37660,44000,41000OND
R72 05207 0031,11660,18420,30080,6340,8910,15250,41000OND
R72 05207 0032,11660,26190,37850,6340,36940,43280,41000OND
R72 05207 0033,11660,29080,40740,6340,60220,66560,41000OND
R72 05207 0034,11660,23440,35100,6340,35490,41830,41000OND
R72 05207 0035,11540,26020,37560,6240,39050,45290,41000OND
R72 05207 0036,11540,27650,39190,6240,62890,69130,41000OND
R72 05207 0037,4910,1930,6840,2660,2540,5200,41000OND
R72 05207 0038,12170,36870,49040,6640,43180,49820,41000OND
R72 05207 0040,5190,1930,7120,2840,2540,5380,41000OND
R72 05207 0041,11540,21930,33470,6240,31520,37760,41000OND
R72 05207 0042,11540,36490,48030,6240,54030,60270,41000OND
R72 05207 0043,11540,25000,36540,6240,34830,41070,41000OND
R72 05207 0044,11540,21340,32880,6240,27000,33240,41000OND
R72 05207 0045,11540,21880,33420,6240,28000,34240,41000OND
R72 05207 0046,11540,27650,39190,6240,51050,57290,41000OND
R72 05207 0047,10140,28690,38830,5320,40900,46220,41000OND
R72 05207 0048,11540,25540,37080,6240,10220,16460,41000OND
R72 05207 0049,11540,28790,40330,6240,47680,53920,41000OND
R72 05207 0050,11320,29090,40410,6160,13560,19720,41000OND
R72 05207 0051,11540,18020,29560,3160,0,3160,41000OND
R72 05207 0052,11540,33130,44670,6240,53320,59560,41000OND
R72 05207 0053,11540,26480,38020,6240,14280,20520,41000OND
R72 05207 0054,11540,31370,42910,6240,44420,50660,41000OND
R72 05207 0055,11540,35380,46920,6240,36020,42260,41000OND
R72 05207 0056,11540,27930,39470,6240,40690,46930,41000OND
R72 05207 0057,11540,23750,35290,6240,29160,35400,41000OND
R72 05207 0058,11540,24310,35850,6240,30520,36760,41000OND
R72 05207 0059,11540,26810,38350,6240,48110,54350,41000OND
R72 05207 0060,11540,26370,37910,6240,33780,40020,41000OND
R72 05207 0061,11540,16490,28030,6240,20790,27030,41000OND
R72 05207 0062,11540,24100,35640,6240,31420,37660,41000OND
R72 05207 0063,11540,19820,31360,6240,25400,31640,41000OND
R72 05207 0064,11540,35910,47450,6240,50760,57000,41000OND
R72 05207 0065,11540,34850,46390,6240,34630,40870,41000OND
R72 05207 0066,11540,30260,41800,6240,36440,42680,41000OND
R72 05207 0067,11990,25990,37980,6510,35040,41550,41000OND
R72 05207 0068,5770,0,5770,2840,0,2840,41000OND
R72 05207 0069,11540,34790,46330,6240,39420,45660,41000OND
R72 05207 0070,3820,0,3820,1680,0,1680,41000OND
R72 05208 0001,11660,29150,40810,6340,48260,54600,41000OND
R72 05208 0002,11660,24760,36420,6340,30540,36880,41000OND
R72 05208 0003,12290,28570,40860,6760,40830,47590,41000OND
R72 05208 0004,9920,21370,31290,5330,44830,50160,41000OND
R72 05208 0005,11970,37940,49910,2990,0,2990,41000OND
R72 05208 0006,11970,23290,35260,6550,30430,36980,41000OND
R72 05208 0007,11970,30680,42650,6550,33700,40250,41000OND
R72 05208 0008,11970,36200,48170,6550,44440,50990,41000OND
R72 05208 0009,11970,27100,39070,6550,35000,41550,41000OND
R72 05208 0010,11970,25930,37900,6550,27520,34070,41000OND
R72 05208 0011,11970,20070,32040,6550,28060,34610,41000OND
R72 05208 0012,11970,32320,44290,6550,38740,45290,41000OND
R72 05208 0013,5270,690,5960,4550,890,5440,C0200000
R72 05208 0014,5270,0,5270,4550,0,4550,C0200000
R72 05208 0016,7440,0,7440,6800,0,6800,C0200000
R72 05208 0017,7440,29510,36950,6800,29500,36300,C0200000
R72 05208 0018,9800,26530,36330,5270,35660,40930,41000OND
R72 05208 0019,12600,100770,113370,4550,150320,154870,C0200000
R72 05208 0020,1400,0,1400,3440,0,3440,41000OND
R72 05208 0021,13230,39120,52350,7400,66160,73560,41000OND
R72 05208 0022,11810,26930,38740,7140,0,7140,41000OND
R72 05208 0024,10080,24210,34290,5290,45440,50730,41000OND
R72 05208 0025,11970,24630,36600,6550,39920,46470,41000OND
R72 05208 0026,11970,25820,37790,6550,31860,38410,41000OND
R72 05208 0027,11970,26950,38920,6550,39690,46240,41000OND
R72 05208 0028,11970,30140,42110,3320,0,3320,41000OND
R72 05208 0029,11970,23750,35720,6550,9640,16190,41000OND
R72 05208 0030,11970,14580,26550,6550,39260,45810,41000OND
R72 05208 0031,12290,23980,36270,6760,41580,48340,41000OND
R72 05208 0032,11540,21390,32930,6240,23770,30010,41000OND
R72 05208 0033,11540,33240,44780,6240,39310,45550,41000OND
R72 05208 0034,9230,30990,40220,5020,46110,51130,41000OND
R72 05208 0035,8750,21500,30250,4650,27370,32020,41000OND
R72 05208 0036,11860,34640,46500,6440,40840,47280,41000OND
R72 05208 0037,11860,29470,41330,6440,32990,39430,41000OND
R72 05208 0038,11860,29970,41830,6440,62610,69050,41000OND
R72 05208 0039,11860,19110,30970,6440,29130,35570,41000OND
R72 05208 0040,11860,4830,16690,6440,27400,33840,41000OND
R72 05208 0041,11860,26520,38380,6440,39190,45630,41000OND
R72 05208 0042,11860,24760,36620,6440,26680,33120,41000OND
R72 05208 0043,11860,23790,35650,6440,4610,11050,41000OND
R72 05208 0044,11860,38840,50700,6440,28150,34590,41000OND
R72 05208 0045,11860,25980,37840,6440,37310,43750,41000OND
R72 05208 0046,12480,33980,46460,6850,21360,28210,41000OND
R72 05208 0047,11540,33010,44550,6240,14160,20400,41000OND
R72 05208 0048,11540,29400,40940,6240,11830,18070,41000OND
R72 05208 0049,11540,28180,39720,6240,6740,12980,41000OND
R72 05208 0050,12480,33170,45650,6850,45820,52670,41000OND
R72 05208 0051,5620,0,5620,2750,0,2750,41000OND
R72 05208 0052,11860,26050,37910,6440,36230,42670,41000OND
R72 05208 0053,11860,32610,44470,6440,45860,52300,41000OND
R72 05208 0054,11860,26340,38200,6440,38130,44570,41000OND
R72 05208 0055,11860,27930,39790,6440,40650,47090,41000OND
